ResponseId,,Q4_0_35_RANK,Q4_0_36_RANK,Q4_0_37_RANK,Q4_0_38_RANK,Q4_0_39_RANK,Q4_0_40_RANK,Q4_0_41_RANK,Q4_0_51_RANK,Q4_0_50_RANK,Q4_0_44_RANK,Q4_0_52_RANK,Q4_0_46_RANK,Q4_0_47_RANK,Q4_0_48_RANK,Q4_0_49_RANK,Q4_1_35_RANK,Q4_1_36_RANK,Q4_1_37_RANK,Q4_1_38_RANK,Q4_1_39_RANK,Q4_1_40_RANK,Q4_1_41_RANK,Q4_1_51_RANK,Q4_1_50_RANK,Q4_1_44_RANK,Q4_1_52_RANK,Q4_1_46_RANK,Q4_1_47_RANK,Q4_1_48_RANK,Q4_1_49_RANK,Q4_2_35_RANK,Q4_2_36_RANK,Q4_2_37_RANK,Q4_2_38_RANK,Q4_2_39_RANK,Q4_2_40_RANK,Q4_2_41_RANK,Q4_2_51_RANK,Q4_2_50_RANK,Q4_2_44_RANK,Q4_2_52_RANK,Q4_2_46_RANK,Q4_2_47_RANK,Q4_2_48_RANK,Q4_2_49_RANK,Q5_0_47_RANK,Q5_0_48_RANK,Q5_0_49_RANK,Q5_0_50_RANK,Q5_0_51_RANK,Q5_0_73_RANK,Q5_0_52_RANK,Q5_0_53_RANK,Q5_0_54_RANK,Q5_0_74_RANK,Q5_0_56_RANK,Q5_0_57_RANK,Q5_0_59_RANK,Q5_0_71_RANK,Q5_0_61_RANK,Q5_0_62_RANK,Q5_0_63_RANK,Q5_0_64_RANK,Q5_0_65_RANK,Q5_0_66_RANK,Q5_0_67_RANK,Q5_0_68_RANK,Q5_0_69_RANK,Q5_0_70_RANK,Q5_1_47_RANK,Q5_1_48_RANK,Q5_1_49_RANK,Q5_1_50_RANK,Q5_1_51_RANK,Q5_1_73_RANK,Q5_1_52_RANK,Q5_1_53_RANK,Q5_1_54_RANK,Q5_1_74_RANK,Q5_1_56_RANK,Q5_1_57_RANK,Q5_1_59_RANK,Q5_1_71_RANK,Q5_1_61_RANK,Q5_1_62_RANK,Q5_1_63_RANK,Q5_1_64_RANK,Q5_1_65_RANK,Q5_1_66_RANK,Q5_1_67_RANK,Q5_1_68_RANK,Q5_1_69_RANK,Q5_1_70_RANK,Q5_2_47_RANK,Q5_2_48_RANK,Q5_2_49_RANK,Q5_2_50_RANK,Q5_2_51_RANK,Q5_2_73_RANK,Q5_2_52_RANK,Q5_2_53_RANK,Q5_2_54_RANK,Q5_2_74_RANK,Q5_2_56_RANK,Q5_2_57_RANK,Q5_2_59_RANK,Q5_2_71_RANK,Q5_2_61_RANK,Q5_2_62_RANK,Q5_2_63_RANK,Q5_2_64_RANK,Q5_2_65_RANK,Q5_2_66_RANK,Q5_2_67_RANK,Q5_2_68_RANK,Q5_2_69_RANK,Q5_2_70_RANK,Q6_0_108_RANK,Q6_0_105_RANK,Q6_0_110_RANK,Q6_0_102_RANK,Q6_0_100_RANK,Q6_0_107_RANK,Q6_0_101_RANK,Q6_0_106_RANK,Q6_0_99_RANK,Q6_0_103_RANK,Q6_0_98_RANK,Q6_0_96_RANK,Q6_0_104_RANK,Q6_0_97_RANK,Q6_1_108_RANK,Q6_1_105_RANK,Q6_1_110_RANK,Q6_1_102_RANK,Q6_1_100_RANK,Q6_1_107_RANK,Q6_1_101_RANK,Q6_1_106_RANK,Q6_1_99_RANK,Q6_1_103_RANK,Q6_1_98_RANK,Q6_1_96_RANK,Q6_1_104_RANK,Q6_1_97_RANK,Q6_2_108_RANK,Q6_2_105_RANK,Q6_2_110_RANK,Q6_2_102_RANK,Q6_2_100_RANK,Q6_2_107_RANK,Q6_2_101_RANK,Q6_2_106_RANK,Q6_2_99_RANK,Q6_2_103_RANK,Q6_2_98_RANK,Q6_2_96_RANK,Q6_2_104_RANK,Q6_2_97_RANK
R_6qWZw8aD72JlcXO,,,2,,,,1,,,,,,,,,,3,,,,4,,,,,1,,2,,,,,,2,1,,,4,6,5,,3,,7,9,8,,,,,3,1,,,,2,,,,,4,,,,,,,,,5,,,6,2,,,9,3,1,,5,,,,,8,,7,,4,10,,,,2,,,,,,,,,,,5,3,,,,1,,4,,,,6,,3,,,1,,,,,,,,2,,,,,,,3,2,,4,,,1,,,,,4,,,,,2,,3,,,,,1
R_3OEDYbLFCzF7O7f,,,,,2,1,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,2,,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,2,,,,,,,,,,1,,,,,,2,,,,,1,,,,,,,,,,,2,,,,,1,,,
R_7rPe0NF5iXQrQv7,,2,,,,,,,,,,,,,,1,,,,,,1,,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,1,,,,,,,,2,,,,,2,,,1,,,,,,,,,,,,,2,,,1,,,,,,
R_3uQmWt4eaTJt4s9,,1,,3,,,2,,,,,,,,,,,1,,2,3,,,,,,,,,,,,,,,,,3,2,,1,,,,,,,,,,,,,,,,1,,3,,,,,,,,2,,,,3,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,,,,,,,,,,3,,2,,,,,1,,,,,,,,,,1,2,3,,,,,,1,,,,3,,,,,2,,,,
R_6HqVWCnVBRBIJwv,,,,1,2,3,,,,,,,,,,,1,,,,,,,,,,2,,,,,,1,,,,3,,,,2,,,,,,,,,,,,3,,,1,,,,,,2,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,1,,,,2,,4,,,,,,,,,,3,,,,,,1,,,,,,,,,,1,,,2,,,,,,,,,,3,,,,,,,2,1,,,,,2,,,1,,,,,,,,
R_3wOcQipn576Y4Br,,6,,2,,3,,4,,,1,5,,,,,,1,,,,3,,,,,,2,,,,,,,5,,,,2,1,,,,4,3,6,11,,,,,,9,,,,,8,1,,,7,6,5,3,,4,,2,10,,2,7,9,,,,8,6,,5,,,,4,,,,,1,,3,,,,,,,3,4,,,,2,,,,1,,,,,,,,,,,5,,6,3,,1,,,,,4,2,,,,,,,3,,,1,,2,,,,,,1,,,,,2,,3,,,,4,5
R_3vTqfAFg88icNcl,,,,4,3,2,,,,,,,,,1,,,,,,,,,,,2,3,,,,1,3,1,,,,,2,,,,,,,,,3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,1,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,4,,,,1,3,,,,,2,,,,,,,,,,,,,,,,1,2
R_1CI6VLUAOmpNGHI,,2,,,,,,3,1,,,,,,,,,2,,,,1,,,,3,,,,,,,,3,2,1,,,,,,,,,,,3,,,,,,,,,,,,2,,,,,,1,,,,,,,,,2,,,,,3,,,,,,,,,1,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,1,,,2,,,,,,,2,,,,,1,,,,,,,,
R_7VPJKhJ9RGLTkqt,,6,,,,,,,,,1,2,4,5,3,,,3,,,,2,1,,,,,,,,,,,6,5,4,,,3,1,,,,,,2,4,,5,11,,,,,,,,6,9,,,,2,10,8,1,3,,7,,,,,,,,1,3,6,,4,,,,5,2,,,,,,,,,,2,,,4,7,,,,1,,,,6,,,,,,,,3,,5,2,,1,,,3,,,,,,,,,,7,,,6,,,4,5,2,,,1,3,,,,1,,,,,,,3,2,,
R_1sbUbI9loK9oKr2,,1,2,,,,3,4,,5,,,,,,,,,3,1,,,,2,,,4,5,,,,,,,,2,,,,,1,,,4,3,5,2,,,,,,5,,1,,,8,6,,3,,4,,,,,7,,,,2,,3,4,,,7,,5,6,,,,,8,,,,1,,,,,,,5,,,3,,,,,,,,1,,,,4,6,,8,,2,7,3,,,1,,,,,,,2,4,,,,1,3,,,2,,,,5,,,,4,,,,,1,,3,4,5,,,,2,
R_1DHd2OdGZSfEN1C,,2,1,4,,5,,,,3,,,,,,,,,,1,,,5,4,,,2,,,3,,,,,,,3,,,,2,,1,5,,4,,,1,,,,,,,2,,,,5,,,,3,,,,,,4,,,,,,,,,,,,,,,1,5,,,4,2,3,,,,,,,5,3,1,,,4,,,2,,,,,,,,,,,,,2,3,,4,,,,,,,,,,1,,,1,,4,,2,,5,3,,,,,,,,,,5,,2,,,4,1,3,
R_5WlzzZHyCa5sQ49,,1,,7,4,2,,,6,5,,3,,,,,,2,,,,4,,,,1,,3,,,,,,,,,,2,,,,,,1,3,4,1,,5,2,4,,11,3,15,,,6,14,,13,,9,7,8,,10,,12,,,3,,,,2,,,,,4,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,3,,4,,5,1,,4,,,3,,,,,2,,5,,,3,,2,,,,5,1,6,,4,,,,,,,2,,3,,,,,,,1
R_6PAB0l3E6Wswjis,,1,,2,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,1,2,,,1,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,2,,,,,,,,3,,,1,,2,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,1,,,,,,,,2
R_1vgTkJcTTgFp7m9,,7,,2,5,6,,1,3,4,,8,,,,,,2,,,,3,,,,4,,1,,,,,,,,,,,,,,,,3,2,1,,2,,,1,5,,,,,,,,3,,,,,,,,4,,,,,,2,,,1,9,6,4,7,,,,5,10,,,,3,,,,8,4,,3,,,,,,,,,8,1,,,,9,2,7,,6,,5,,3,,2,,,1,,,,,,,,,,,,3,,,,,,,1,2,,,,2,,,3,,4,1,5,7,,,8,6
R_3I4xIDU0r8w9HSV,,,,2,,1,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,1,,,,,,,,2,,,,,,,,2,,,1,,,,,,,2,,,,,,,,,,,,1
R_1qjVbGun9eFI628,,,,2,1,3,,,,4,,,,,,,,3,,,,1,,,,2,,,,,,1,,,,,,,,,,2,,3,,4,14,,3,,,,2,8,,,5,1,7,,,4,9,13,12,6,11,,10,,,,,1,5,2,,,3,,,,,,6,,,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,2,,,,,,,1,,,2,,,,,,,,,3,,,2,,,,,1,,,
R_3YLaHgXFwkB3M6l,,,1,,,,2,,,,5,,,,4,3,2,,,,,,,,,,,3,1,,,,,1,2,3,,4,6,5,,7,,,,,1,,4,2,,,,,11,,3,10,6,,,,5,,9,,7,,8,,,,,,1,,2,3,,,,,,,5,6,,7,,4,,,,8,,3,,,,5,,,,2,,,,1,,,,,,,,4,,,,5,,2,,6,,4,1,,,3,,7,4,,,,1,,,,,2,3,,,,,,2,,,,1,,,,,,3,
R_5QbjA3LzvYRMz7L,,1,,,,,,,,5,,3,,2,,4,,,1,2,3,,,4,,,,5,,,,,2,,,,1,5,,,3,,,,4,,4,,,,,,,,2,,,,1,,,,,,5,,,,3,,,,,,,,2,,,,,,,,1,3,,,,,,,,,,,3,,,,,,,,,1,,4,,,5,2,,,,,,,3,,,,,2,,,1,,,,,,,,,1,,,,,,,,2,,,,,4,,3,,,2,,,1,,,
R_1EBbDJEzV8soJcB,,,,1,2,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,1,,,2,,,,,,,,,,2,,,,,,,,1,,
R_1gHAETD3ODXclfs,,1,,,,,,,,,,2,,,,,,1,,,,2,,,,3,,,,,,,,1,2,3,,,,,,,,,,,1,,,,,,,,3,,,,2,,,,,,,,,,,,,,2,,,,,,,,,4,,1,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,2,,,,,,,1,,,2,,,,,,,,,,,,1,,,,,2,,,
R_1z4wQWkvVOw6urL,,,2,,,,1,,,,,,,,,,,,,,1,,,,,2,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,2,,,,,,,,2,,,1,,,,,,
R_6E7htpcNSipTIcN,,,,2,1,,,,,,,,,,,,,1,,,,2,,,,,,,,,,2,,,,,,,,,,1,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,1,,,2,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,2,,,1,,,,,
R_5d3Tkgss2a0L1Wd,,1,,,,3,,,,,2,,,,,,,,1,3,,2,,,,,,,,,,,2,,,,,3,,,,1,,,,,2,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,3,,1,,,,,2,,,,,3,,,,,2,,1,,,,,,,,3,,,,,,,1,,,,3,,,,,2
R_6pgtTMugL8kFoX7,,,,,,3,,,,,2,,1,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,1,,,,,,2,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,4,2,,,1,,,3,6,,,,,5,,,,1,,,,,,,,2,,,,,1,,,2,,,,,3,,,
R_6AFtsHRUPYJ9KeO,,,1,,,,2,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,1,,,,,,,,2,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,1,,2,,
R_57EGZl9XnpVLuwh,,,1,,,,2,,,,3,,,,,,1,,,,,,,,,,2,,,,3,,,,3,1,,,2,,,,,,,,2,,,,,,,,3,,,,1,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,1,,,,,,,1,,,,,,,,2,,,,,,,1,,,2,,,,,,,,,2,,,1,,,,,,,,
R_5Ra0h8Ufw7IqueT,,1,,,,,,5,,,,6,,4,2,3,,,1,5,4,,,3,2,,,,,,,,3,,,,4,,,,1,,2,,,,15,,,,,,14,5,13,11,12,9,10,,8,7,6,3,4,,1,,2,,,,,,4,3,,,,,,,,1,,,,,,,,,,2,,5,1,2,,,,,,,,,,,,,,,,3,,4,,,4,,3,,,1,,,,2,,,,,,6,,,4,,5,1,,,,,2,3,,,,4,,,,,1,,2,3,,
R_6IbFylwWL4TfY4E,,6,,7,2,1,,8,4,,3,5,,,,,,3,,,,2,,,,,,1,,,,,,,,,,,,1,,,,2,3,4,,,,,,,3,2,,,4,,,,,1,,,,,,,,,3,,,,,,,,4,,,,2,,,,,,1,,,,,,,,5,,,,,,,,,6,,4,,,2,1,,,,,,3,,,,1,,,,,,,,2,,,5,4,,,1,,,3,6,,,,,2,,,1,,,3,,,,,2,,,
R_7guaeFOQIHrj5Bz,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,2,,1,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,2,,,,,,,,1,,,,2,,,,,
R_5rxQwTNNd1sQMZX,,,,1,2,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,1,,,,2,,,,,,,,,,1,,,,,,,,4,,,,2,,,,,,3,,,,,,,,,,,,,2,,,1,,,,4,,,,,,3,,,,,,1,,,,,,,,,2,,,,,3,4,,,,,,,,,,1,,,,,,,,2,,,,,,,1,,,2,,,,,,,,,,,,1,,,,,2,,,
R_6QmypuAJmjDT50l,,,,,,,,,1,2,,,,,,,,2,,,,1,,,,,,,,,,,,1,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,1,,,2,,,,,,,,,,,,,1,,,,2,,,,,
R_5jg39OgiMHjhWD1,,,,,2,1,,3,,,,,,,,,,1,,,,2,,,,3,,,,,,1,,3,,,,,,2,,,,,,,1,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,,,1,,,,1,,,,,2,,,,,3,,,,,,,,,,,1,2,,,,,3,,,3,1,,,2,,,,,,,
R_1QsWDrDc8xvcsob,,,,1,2,,3,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,1,,,,,,,,,,2,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,1,,,,2,,,,,,,,,1,,,2,,,,,,
R_3EibkbbQCInUfjk,,,,3,1,2,,,4,5,,,,,,,,3,,,,4,,,,2,,1,,,,3,,,,,,4,,,,1,,5,2,6,,,,7,6,1,,,,2,3,,,4,8,,,,,9,,,,5,,,,,,,2,4,,,,,,,,1,5,,,,3,,,,7,,1,,,,,,2,,,6,4,,,,,3,8,,,,5,,1,,2,3,,5,,,,,6,4,,,,,,,,,2,,,,,,3,1,,2,,,4,,,3,1,,,,,
R_1lAXCt2HXxynS3S,,,,2,3,1,,,,,,,,,,,1,,,,,,,,,,2,,,,,,1,,,,2,,,,3,,,,,,4,,,,,,,,1,,,,3,,,,,,2,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,1,,,3,,,,,,,,,,,,2,,,1,,,,,,,,,,2,,,,,,,,1,,,,,1,,,2,,,,,3,,,
R_6co4YKrW9yq5ecb,,3,,1,5,6,2,,,,4,,,,,,,1,,,,,,2,,,,3,,,4,,,,,,,3,,2,,5,,1,4,,,,2,4,,9,8,,6,,3,5,10,,,,,,,1,,,7,,1,,,,7,,,5,,,,,,,2,4,9,8,6,,3,,,,,5,,,,,,,,3,,,,2,,,,,,,,4,,1,9,,,1,6,5,,7,3,,4,2,10,8,,1,,,,,,,,2,,,,,,,2,,,,1,,,,,,,
R_3mPjL5EJ1TLCL9N,,,1,,,2,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,1,,,,,,,2,,,,,,2,,3,,,,,1,,,,,,,,,,,,,,,,,,,,4,,,5,,1,,,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,,,1,2,,,,1,2,,3,,4,,,,,,,,,,,4,,,,,,1,,,,2,3,,,,,,,1,3,,,2,,,
R_5fT4sYrk8Uw2lD5,,,1,,,,2,,,,4,,3,,,,7,,6,5,2,,,4,3,,1,,,,,,,,,,,3,,,,,,1,2,4,2,10,,,,,3,5,,,13,6,4,,8,,1,,9,,7,,12,11,,,3,4,,,,,5,7,,,,,,2,,,,1,,6,,,,,,,2,1,,,,,,,,3,,,,4,,,,,,,1,,4,,,2,,,,,3,,,,,4,,2,,,,5,3,,,1,,,,,,,4,,1,,,2,,,3,5
R_6dXyQ0Qezcx2MDV,,4,,,2,5,,6,,,,3,1,,,,,,2,,,,,1,4,5,,,,3,,,3,,,,2,,,,,,,4,,1,1,11,5,14,3,2,13,4,6,9,,,7,,,,,,10,8,12,,,,,,,,,,,,,,3,,,1,4,,2,,,,,,,,,,,,,,,,,,,4,,,,3,,2,,,,5,6,1,3,,5,2,1,,4,,,,,,,,,2,,,,6,,1,3,4,5,,,,,,,,,,,,,,,2,3,1
R_5Nqpug78n7Kt8V6,,,1,,,,2,,,,,,,,,3,,,1,4,3,,,,,6,2,,5,7,,2,,,,,,4,5,3,,,1,,,,1,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,3,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,1,,,,,,,,2,,,,1,,,,,2,,,,,,,,,,2,,,,,,,,1,,,
R_6Pb6Mnq6XaRdC4u,,1,,,,,,,,,,2,,,,,,2,,,,1,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,2,,,,,,,,1,,,,,,,2,,,,,,,,,2,,,,,,,,1,,
R_1PzBa2q4QK4bhFD,,1,2,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,1,,,2,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,2,,,,,1,,,,1,,2,,,,,,,,,,,
R_7FhuRcwsSb2BMPe,,1,,,,,,6,,,,5,,3,4,2,,3,,,,1,,,,2,,4,,,,,,3,5,4,,,2,1,,,,,,,12,,14,15,,,,13,1,,10,11,8,,6,,9,7,2,4,5,,3,,,,,,6,1,5,,,,,,,,,2,,,,,,4,,3,,1,,,,,,,,3,,,,2,,,,,,,,,,,10,8,,9,7,2,,6,5,,1,3,,4,,,1,,,,,,,2,,,,,,,,,,,2,,,,,,1,
R_3VNvbS7T6s3RQDT,,,,,,,,,,,3,4,,2,5,1,,,3,1,2,5,,6,4,,,,,,,1,4,,,,,2,,,,,3,,,,,,1,,,,,,,,,7,,,,4,5,3,,2,,,6,,8,5,,7,6,,3,,2,,,,9,,,,,,4,,,,,1,,,,,,2,,1,,5,6,,,3,4,,,,,,7,8,,,4,,1,,,2,,,,,3,,,,,,,1,3,,,,,,,2,,,,2,,,,,6,3,7,5,,,4,1
R_7P5Loh6Xh27Z4h1,,4,,3,,,,5,1,,,,,2,,,,1,,5,6,,,,,3,,,,4,2,,,,,,4,,,3,,2,1,,,,3,,,4,,7,,5,,,,,1,,6,,8,2,,,,,,,,6,9,,7,,1,,10,4,3,2,,8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,4,3,2,1,3,,5,1,,4,,,,,2,,,,,1,,,2,,3,4,,,,,,,,,,,,,,,3,2,,5,4,1
R_1BEQ30Vk9k56BRT,,,2,,,,,,,,,,1,,,,,,,,,,,,,2,,,,1,,1,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,1,,2,,,,,,
R_758LZ9Z2dwd2jOp,,,,2,1,,,,,,,,,,,,,,,,,2,,,,1,,,,,,1,,,,,,,,,,2,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,1,,,2,,,,,,,,,,,,2,,,,,1,,,
R_1NVSr1CieXTRCrS,,,2,,,,3,,,,,,1,,,,1,,8,5,3,,6,4,2,,7,,,,,,,,,,,,,,1,,,3,2,4,1,,4,,12,13,,15,7,5,6,,3,2,8,9,10,11,14,,,,,,,1,,2,,,,,,,,,,,,,,,,4,3,,,,,,,,,,5,,,,,4,,,,,,,,,,1,2,3,2,,4,,,1,,,,,3,,,,,5,,,,,1,2,6,4,,,,3,,,,3,2,,,,,,,4,1,
R_53wv9PaQUtzVRER,,,,2,4,5,,3,1,,,,,,,,5,,,,,,,,3,,6,7,1,4,2,,1,,,,2,,,,3,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,3,,,,3,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,2,,1,,,,,,,,,,,,,,,2,,,,,,,1,,,2,,,,,,,,1,,,
R_5laUIgU3oNgxVKp,,,4,,,,5,,,,1,,6,3,,2,1,,,,,,4,,3,,2,,,5,,,,1,4,2,,,3,,,,,,,,1,,7,3,,,,,,,,,2,,,,4,,,6,,,,5,,4,,,,2,7,,5,,,,,,,,,,3,,6,,1,,,,,,1,,,3,,2,8,10,,9,5,4,,7,,,,6,,,,1,,5,,6,,4,2,3,7,,,8,1,,4,,3,,2,,,,,,,,,,,,,,,,,,,1,2,
R_6O7ejjPA7fDE9H5,,,,1,2,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,1,,,2,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,2,,,1,,,,,3,,,,,,,2,,,,,,,,1,,,,,,,1,,,2,,,,,,
R_7qVBElmQGqXM1pV,,,,1,2,,,,,,,,,,,,,,,,,1,2,,,,,,,,,2,,,,,,,,,,,,,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,1,,,,,2,,,,,,,1,,,,,,,,2,,
R_63lvnUVlzFRilu9,,,,1,,2,,,,,,,,,,,,3,,,,1,,,,2,,,,,,,,,,,,,,,,,,1,,2,,,4,,,,,,,,,1,,,,,2,3,,,,,,,,,,,,,,3,,,2,,,,,,,,,,1,,,,3,,,,,,,,1,,,,2,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,2,,,1,,,,,,,,,,,,2,,,,,1,,,
R_7Ej0rYdoFCcORAs,,,,1,,2,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,2,1,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,1,,,,,,,,2,,,2,,,,1,,,,,,,,,
R_6gL8cxUEdPMeErh,,,,1,,2,,,,,,,,,,,,2,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,2,,,,,1,,,,,,1,,,,,2,,,
R_6OczXVdjC8YKQRw,,,5,1,3,,4,,,,,,2,,,,1,,,,,,5,,,2,3,,4,,6,,,,,2,,,1,3,,,,,4,,4,,6,3,10,8,7,1,,,,,,2,,,5,,,,,,9,,,2,,,,,,,1,8,3,6,4,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,6,3,,4,,3,1,6,5,4,2,,,,,,,,,,,,,,,,,1,3,4,,2,1,,,,,,,2,4,,,,3,
R_3oovsGfF7z22yBR,,,4,,,,2,5,,,,,1,,,3,,,4,,5,,,2,,3,,,,1,,3,,,1,,,,,4,,5,,2,,,,,2,3,,,10,7,,1,,,9,,8,5,6,,,4,,,,,2,,,,1,4,,,6,,,,,7,,,,,,,5,,,3,,,,,,,,,,,2,3,,,,,,5,6,,,4,1,,1,,5,,,2,,,,,3,,4,,,1,,,,,,,3,4,,2,,,,,,1,4,,3,5,,,,,,2
