duration,responseId,Q4_0_GROUP,Q4_1_GROUP,Q4_2_GROUP,Q5_0_GROUP,Q5_1_GROUP,Q5_2_GROUP,Q6_0_GROUP,Q6_1_GROUP,Q6_2_GROUP,angryorchard,bacardi,budweiser,coors,corona,crownroyal,highnoon,newbelgium,odells,smirnoff,scrumpys,titos,topochico,truly,whiteclaw,benjerry,coke,campbell,chocolove,generalmills,hershey,impossible,kellogg,kraft,larabar,nestle,pepsico,pueblochiles,tyson,burgerking,chickfila,chipotle,crackerbarrel,denverbiscuit,dominos,firehouse,fiveguys,illegalpete,jimmyjohns,kfc,mcdonalds,musiccity,panera,papajohns,popeyes,raisingcanes,sonic,starbucks,subway,sweetgreen,tacobell,wafflehouse,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q17_4_TEXT,Q18,Q18_4_TEXT,Q19_1,Q21_1,Q21_2,Q21_3,Q21_4,Q23_1,Q23_2,Q23_3,Q23_4,Q_TotalDuration,Race
467,R_5JnNqpLHYMeFzk5,"Corona,Budweiser","Angry Orchard,Bacardi","Coors Light,Crown Royal","Burger King,Chick-fil-A","KFC,Mcdonald's","Subway,Papa John's","Coca-Cola,Hershey","Campbell,General Mills","Nestle,Tyson",4,4,4,4,4,4,4,4,3,5,3,3,3,3,3,5,5,5,2,2,5,1,3,3,1,2,4,2,5,4,4,2,5,1,1,1,1,1,1,4,1,1,2,3,2,5,2,2,3,1,2,1,7,5,6,3,5,No,"White or Caucasian,American Indian/Native American or Alaska Native","Some college, but no degree","$50,000-$74,999",81240,35-44 years old,Female,,Republican,,5,3,3,4,3,4,4,3,3,467,W
349,R_7NVSZxlW0dHV1Ga,"Budweiser,Crown Royal","Titos,Smirnoff","Scrumpys Cider,Odells","Chick-fil-A,Denver Biscuit Co","Five Guys Burgers and Fries,Illegal Pete's","Papa John's,Raising Cane's Chicken Fingers","Chocolove,General Mills","Pepsico,Larabar","Tyson,Impossible Burger",4,5,4,3,3,4,2,5,4,2,3,4,3,4,5,4,4,4,4,3,3,2,4,2,4,2,4,3,4,4,3,4,3,4,4,2,4,4,3,3,3,4,2,4,4,3,3,4,3,3,3,4,6,5,5,7,7,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Prefer not to say,80220,35-44 years old,Male,,Democrat,,7,5,3,4,4,1,4,3,1,349,W
623,R_3n0LxdSMZTN33xv,"New Belgium,Coors Light,Corona,Budweiser","Crown Royal,Smirnoff,Bacardi,Titos","Angry Orchard,Truly,White Claw,Topo Chico Seltzer","Five Guys Burgers and Fries,Sonic Drive-In,Mcdonald's,Burger King","Music City Hot Chicken,Raising Cane's Chicken Fingers,Popeyes,KFC,Chick-fil-A","Panera Bread,Waffle House,Cracker Barrel","Kellogg,Tyson,Kraft,General Mills","Coca-Cola,Pepsico","Chocolove,Hershey,Nestle",1,3,1,4,4,4,1,1,1,4,4,4,4,1,1,1,4,4,2,3,4,1,3,4,1,4,4,4,4,4,5,2,3,1,3,5,5,2,4,5,4,2,1,4,5,5,4,1,4,1,5,5,5,5,3,2,3,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more",80908,65+ years old,Male,,Republican,,6,4,3,2,2,1,1,4,3,623,W
469,R_3BaqMI0eOCvTZjB,"Smirnoff,White Claw,Corona,Bacardi,Topo Chico Seltzer,Odells","Angry Orchard,High Noon,Truly,New Belgium,Scrumpys Cider","Titos,Budweiser,Coors Light,Crown Royal","Chick-fil-A,KFC,Chipotle,Jimmy John's,Burger King,Starbucks,Subway,Popeyes,Five Guys Burgers and Fries,Taco Bell,Waffle House,Mcdonald's","Firehouse Subs,Denver Biscuit Co,Music City Hot Chicken,Illegal Pete's,Panera Bread,Sonic Drive-In,Raising Cane's Chicken Fingers,Sweetgreen","Domino's,Papa John's,Cracker Barrel,CAVA","Campbell,Ben & Jerry's,Coca-Cola,Hershey","Nestle,Chocolove,General Mills,Pueblo Chiles,Tyson","Kellogg,Impossible Burger,Pepsico,Kraft,Larabar",5,1,5,2,2,2,2,1,1,5,1,1,1,1,5,1,5,1,1,1,5,1,1,5,1,1,5,1,1,1,3,2,1,1,5,4,5,1,5,5,5,1,1,2,2,1,2,1,5,1,5,5,2,7,7,7,4,No,White or Caucasian,Associates or technical degree,"$50,000-$74,999",80543,18-24 years old,Male,,No preference,,4,1,1,1,1,5,5,1,1,469,W
1037,R_6hzD5MdeeRHwcO0,"Titos,Corona","White Claw,Truly","Coors Light,Topo Chico Seltzer","Subway,Firehouse Subs","Burger King,Mcdonald's","Chipotle,Taco Bell","Nestle,Hershey","Ben & Jerry's,Kellogg","Kraft,Coca-Cola",4,3,4,4,4,3,3,3,3,3,3,5,2,3,5,3,5,3,3,3,5,4,3,4,3,4,3,3,3,4,1,5,3,2,4,5,2,3,4,3,4,1,4,4,3,3,3,1,5,3,5,3,5,5,6,5,5,No,Other,High school diploma or GED,"$100,000-$149,999",80538,18-24 years old,Non-binary / third gender,,Democrat,,3,4,4,4,3,5,1,1,1,1037,NativeorOther
1054,R_7nqPCPjzeTNMduf,"Budweiser,Coors Light,Corona,New Belgium","Bacardi,Crown Royal,Titos,Smirnoff","Topo Chico Seltzer,Scrumpys Cider,Odells","Sonic Drive-In,Chick-fil-A,Raising Cane's Chicken Fingers,Popeyes","Jimmy John's,Subway,Chipotle,Firehouse Subs","Cracker Barrel,Panera Bread,Waffle House","General Mills,Kraft,Campbell,Kellogg","Coca-Cola,Nestle,Hershey,Pepsico","Pueblo Chiles,Tyson",1,1,3,3,4,3,1,5,2,5,2,3,5,1,1,,2,4,1,4,5,2,4,4,1,4,3,4,4,2,3,5,3,2,2,3,2,2,3,4,2,,5,3,4,1,,5,5,3,3,3,5,5,4,5,5,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more",80201,55-64 years old,Male,,Democrat,,3,2,2,1,4,4,5,1,1,1054,W
441,R_5ygVv2X0LvZoLEB,"Bacardi,Angry Orchard,Crown Royal,Odells,Coors Light,High Noon","Corona,Smirnoff,Budweiser,Scrumpys Cider,White Claw,Topo Chico Seltzer","Truly,New Belgium,Titos","Subway,Cracker Barrel,Chipotle,Denver Biscuit Co,Burger King,Domino's,Firehouse Subs,Illegal Pete's,Starbucks,CAVA,Chick-fil-A","Mcdonald's,Raising Cane's Chicken Fingers,Popeyes,Music City Hot Chicken,Taco Bell,Sonic Drive-In,Jimmy John's,Sweetgreen,Five Guys Burgers and Fries","Waffle House,KFC,Panera Bread,Papa John's","Impossible Burger,Hershey,Tyson,General Mills,Chocolove","Larabar,Coca-Cola,Kraft,Kellogg","Nestle,Campbell,Pepsico,Pueblo Chiles",4,4,1,4,5,4,2,1,2,4,2,4,2,4,5,2,4,4,2,2,4,2,2,4,1,4,2,2,1,1,4,2,4,3,1,5,1,1,5,2,2,4,1,2,4,2,5,2,1,5,1,5,2,6,2,6,1,No,American Indian/Native American or Alaska Native,Some high school or less,"$50,000-$74,999",80528,25-34 years old,Male,,Democrat,,5,3,5,2,4,3,3,4,5,441,NativeorOther
1004,R_3qfivvPCKCxYflL,"Budweiser,Coors Light,Corona,New Belgium","Angry Orchard,White Claw,Scrumpys Cider","Crown Royal,Smirnoff,Bacardi","Burger King,Mcdonald's,Raising Cane's Chicken Fingers,Taco Bell,Sonic Drive-In,Chick-fil-A,Popeyes,Five Guys Burgers and Fries","Waffle House,Cracker Barrel,Chipotle,Panera Bread","Subway,Firehouse Subs,Papa John's,Domino's","Coca-Cola,Pepsico","Chocolove,Nestle,Hershey","Ben & Jerry's,Kellogg,Campbell,Kraft,General Mills",2,1,4,5,4,1,,3,3,2,2,,,,1,5,4,4,,5,5,1,5,4,1,5,5,,4,5,5,5,3,3,4,4,5,3,3,4,5,,3,2,4,3,3,2,4,,4,2,7,7,3,4,4,No,White or Caucasian,"Some college, but no degree","$100,000-$149,999",80134,45-54 years old,Male,,Republican,,5,2,1,3,4,5,5,1,1,1004,W
384,R_3JsXf402aGPUqgu,"Smirnoff,Angry Orchard,Crown Royal,Corona,High Noon","New Belgium,Titos,Bacardi,Scrumpys Cider,Budweiser","Odells,Coors Light,Topo Chico Seltzer,Truly,White Claw","Burger King,Taco Bell,Music City Hot Chicken,KFC,Panera Bread,Firehouse Subs,CAVA,Popeyes,Mcdonald's","Cracker Barrel,Subway,Raising Cane's Chicken Fingers,Denver Biscuit Co,Domino's,Jimmy John's,Illegal Pete's,Chick-fil-A","Five Guys Burgers and Fries,Chipotle,Sonic Drive-In,Papa John's,Starbucks,Waffle House,Sweetgreen","Ben & Jerry's,Coca-Cola,Hershey,General Mills,Campbell","Chocolove,Kellogg,Kraft,Pueblo Chiles,Impossible Burger","Larabar,Tyson,Nestle,Pepsico",4,3,5,4,3,4,4,5,5,4,,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,4,5,5,5,5,5,5,5,5,5,5,7,4,5,6,7,No,"Black or African American,Asian",High school diploma or GED,"$50,000-$74,999",80216,25-34 years old,Male,,Republican,,5,2,2,3,3,3,3,3,3,384,B
324,R_3sBXiHrKKSn0IJe,"Budweiser,White Claw,Scrumpys Cider,Corona,Coors Light","Truly,Smirnoff,Topo Chico Seltzer,Angry Orchard,Titos","Odells,New Belgium,Bacardi,Crown Royal,High Noon","Taco Bell,CAVA,Cracker Barrel,Burger King,Denver Biscuit Co,Sonic Drive-In,Five Guys Burgers and Fries,KFC,Mcdonald's,Raising Cane's Chicken Fingers,Popeyes,Subway,Chick-fil-A,Illegal Pete's","Jimmy John's,Music City Hot Chicken,Domino's,Panera Bread,Starbucks,Waffle House,Papa John's","Sweetgreen,Chipotle,Firehouse Subs","General Mills,Campbell,Impossible Burger,Hershey,Coca-Cola","Pepsico,Ben & Jerry's,Kellogg,Pueblo Chiles,Tyson","Nestle,Chocolove,Larabar,Kraft",2,3,2,2,1,5,4,5,2,5,2,5,1,5,4,5,5,2,2,5,4,2,5,5,2,4,2,2,5,4,5,2,5,5,5,2,2,2,4,4,2,2,4,4,4,2,2,5,2,4,2,5,6,3,5,5,3,Yes,Other,Associates or technical degree,"$50,000-$74,999",32308,25-34 years old,Male,,Republican,,7,4,4,1,1,1,1,3,5,324,H
973,R_1B6wYxTFAggLE3v,"New Belgium,Coors Light,Corona,Budweiser","Crown Royal,Bacardi,Smirnoff","Angry Orchard,White Claw,Topo Chico Seltzer,Truly","Mcdonald's,Five Guys Burgers and Fries,Sonic Drive-In,Burger King","Raising Cane's Chicken Fingers,Music City Hot Chicken,Popeyes,KFC,Chick-fil-A","Jimmy John's,Subway,Firehouse Subs","Hershey,Nestle,Chocolove","Coca-Cola,Pepsico","General Mills,Kellogg,Kraft",3,4,4,3,2,4,1,3,2,4,1,1,1,2,2,4,3,2,3,4,4,1,4,4,2,4,5,4,4,2,2,3,4,3,4,4,4,3,3,3,4,2,4,2,5,3,2,4,4,3,3,3,5,6,5,4,6,No,White or Caucasian,High school diploma or GED,"$50,000-$74,999",80634,65+ years old,Male,,Independent,,4,4,2,3,3,4,5,1,1,973,W
353,R_6nQ4dEspJhxHizC,"Coors Light,Budweiser","Corona,Crown Royal","White Claw,Angry Orchard","Taco Bell,Domino's","Mcdonald's,Five Guys Burgers and Fries","Subway,Chick-fil-A","Pepsico,Kraft","Nestle,Hershey","Kellogg,Tyson",2,2,3,4,3,5,2,1,1,1,1,2,2,1,2,2,1,,1,2,2,1,2,4,1,2,5,2,,2,,2,1,1,5,2,4,2,1,2,,2,,2,1,2,3,2,,1,5,2,6,5,5,5,5,No,White or Caucasian,"Some college, but no degree","$75,000-$99,999",80016,45-54 years old,Male,,Republican,,6,3,3,3,2,2,2,3,5,353,W
1410,R_1unHrHvdVxYRyCd,"High Noon,New Belgium,Corona,Budweiser,Odells,Coors Light","Truly,White Claw,Smirnoff,Crown Royal,Bacardi,Titos","Topo Chico Seltzer,Scrumpys Cider,Angry Orchard","Raising Cane's Chicken Fingers,Sonic Drive-In,Denver Biscuit Co,Subway,Taco Bell,Burger King,Chick-fil-A,Mcdonald's,Chipotle,CAVA","Cracker Barrel,Popeyes,Music City Hot Chicken,KFC,Jimmy John's,Five Guys Burgers and Fries,Illegal Pete's,Waffle House,Panera Bread","Starbucks,Sweetgreen,Papa John's,Domino's,Firehouse Subs","Ben & Jerry's,Larabar,Chocolove","Hershey,General Mills,Impossible Burger,Kraft,Campbell,Nestle,Kellogg,Pueblo Chiles,Tyson","Coca-Cola,Pepsico",4,5,4,4,5,4,2,4,4,3,2,2,2,2,2,4,3,4,3,4,4,1,4,4,3,4,5,3,3,5,3,5,3,3,4,3,5,3,3,3,5,3,2,4,4,4,3,4,3,2,3,3,5,5,5,5,4,No,White or Caucasian,High school diploma or GED,"$75,000-$99,999",80909,45-54 years old,Male,,Democrat,,2,5,4,4,1,4,4,1,1,1410,W
879,R_7H1pQyyPgV5Uc2v,"Bacardi,Crown Royal,Titos,Smirnoff","Budweiser,Corona,Odells,New Belgium,Coors Light,Angry Orchard","Scrumpys Cider,Truly,Topo Chico Seltzer,High Noon,White Claw","Burger King,Mcdonald's,Domino's,Chick-fil-A,Popeyes,Taco Bell,Papa John's,KFC,Chipotle","Jimmy John's,Cracker Barrel,Denver Biscuit Co,Music City Hot Chicken,Raising Cane's Chicken Fingers,Waffle House,Firehouse Subs,Five Guys Burgers and Fries,Panera Bread,Subway","CAVA,Starbucks,Illegal Pete's,Sonic Drive-In,Sweetgreen","Campbell,Larabar,Kraft,General Mills,Kellogg,Hershey,Tyson,Ben & Jerry's","Pueblo Chiles,Impossible Burger","Coca-Cola,Chocolove,Pepsico,Nestle",1,2,4,4,1,4,2,1,1,1,1,4,2,2,2,4,2,4,2,3,2,4,3,3,2,1,1,3,3,3,4,5,5,3,,4,4,1,4,3,1,1,4,3,2,4,3,1,4,1,1,1,6,5,3,1,1,No,White or Caucasian,"Some college, but no degree","$50,000-$74,999",81050,25-34 years old,Male,,Independent,,4,3,4,2,3,1,3,2,4,879,W
487,R_1NvXQ5izgesAa8H,"Budweiser,Coors Light","New Belgium,Odells","White Claw,Topo Chico Seltzer","Domino's,Papa John's","Jimmy John's,Firehouse Subs","Chipotle,Taco Bell","Coca-Cola,Pepsico","Kraft,General Mills","Campbell,Nestle",2,2,3,3,3,2,3,3,3,2,3,2,3,3,3,4,4,4,3,4,4,3,4,4,3,4,3,3,4,3,4,4,3,3,4,3,2,2,3,3,2,2,3,3,3,3,3,4,4,3,4,3,5,4,5,4,5,No,White or Caucasian,Bachelor’s degree,"$75,000-$99,999",80022,55-64 years old,Male,,Independent,,4,1,1,1,2,4,4,1,1,487,W
356,R_5bjzccZrre74ru1,"Coors Light,Corona","Angry Orchard,High Noon","Truly,Crown Royal","Chick-fil-A,Cracker Barrel","Raising Cane's Chicken Fingers,Chipotle","Five Guys Burgers and Fries,Popeyes","Coca-Cola,Kraft","General Mills,Campbell","Tyson,Ben & Jerry's",4,2,1,4,2,4,2,2,2,2,2,4,4,5,4,4,4,4,2,2,2,1,2,4,2,2,2,4,4,2,5,2,4,2,4,5,2,2,2,2,2,4,2,4,4,4,2,1,2,2,2,5,6,6,1,1,2,No,White or Caucasian,Bachelor’s degree,"$150,000 or more",80128,25-34 years old,Male,,Republican,,7,5,5,4,5,1,1,1,5,356,W
721,R_53xs7LvVJ54tov7,"Angry Orchard,New Belgium,High Noon,Truly,Scrumpys Cider,White Claw,Topo Chico Seltzer","Corona,Odells,Coors Light,Budweiser","Titos,Smirnoff,Bacardi,Crown Royal","Five Guys Burgers and Fries,Taco Bell,Sonic Drive-In,Waffle House,Burger King,Mcdonald's","Subway,Starbucks,Firehouse Subs,Raising Cane's Chicken Fingers,Popeyes,Panera Bread,KFC,Cracker Barrel,Chick-fil-A,Chipotle,Papa John's,Domino's,Jimmy John's","Illegal Pete's,CAVA,Music City Hot Chicken,Sweetgreen,Denver Biscuit Co","Chocolove,Pueblo Chiles,Impossible Burger,Ben & Jerry's","Nestle,Larabar,Tyson,Campbell,General Mills,Hershey,Kraft,Kellogg","Pepsico,Coca-Cola",5,5,1,2,5,4,3,3,3,5,5,5,3,3,4,1,3,4,3,4,4,2,4,5,4,5,3,2,4,1,5,5,5,1,5,4,5,3,3,4,5,1,4,5,4,2,3,4,4,3,4,4,7,4,1,1,1,No,Other,Bachelor’s degree,"$50,000-$74,999",80129,55-64 years old,Male,,Republican,,6,3,3,1,3,5,5,1,1,721,NativeorOther
479,R_6JPKKdZcyQzkJA1,"Coors Light,Budweiser","White Claw,Truly","Crown Royal,Smirnoff","Papa John's,Domino's","KFC,Chick-fil-A","Subway,Jimmy John's","Coca-Cola,Pepsico","Nestle,Hershey","Kellogg,General Mills",3,3,4,4,3,4,3,3,3,2,3,3,3,3,2,4,4,4,3,3,4,1,3,4,3,4,3,4,3,4,4,3,3,3,4,3,4,3,4,4,4,3,4,4,3,3,3,3,4,3,3,3,7,5,4,3,4,No,White or Caucasian,Bachelor’s degree,"$150,000 or more",80403,65+ years old,Male,,Independent,,4,3,3,2,3,3,3,2,1,479,W
4010,R_5kIktxyb9WTtzo5,"Budweiser,Corona,Coors Light","Bacardi,Smirnoff,Crown Royal","Topo Chico Seltzer,Scrumpys Cider","Burger King,Chick-fil-A,Mcdonald's,Five Guys Burgers and Fries","Chipotle,CAVA,Panera Bread,Starbucks","Cracker Barrel,Waffle House,Denver Biscuit Co,KFC","Ben & Jerry's,Chocolove,Hershey,Nestle","Pepsico,Coca-Cola","Kellogg,General Mills,Campbell,Kraft",2,5,5,4,5,5,1,2,2,4,2,2,2,2,2,5,5,5,,,5,,5,5,4,5,5,4,5,4,5,5,5,3,4,4,4,2,4,5,5,2,4,4,4,5,4,5,4,3,4,,1,7,1,7,7,Yes,White or Caucasian,Associates or technical degree,"$75,000-$99,999",80234,55-64 years old,Male,,Republican,,6,1,2,2,3,5,1,1,1,4010,H
756,R_1nhXXlTNMorAxwJ,"Budweiser,Angry Orchard,New Belgium,Coors Light,Corona","Bacardi,Smirnoff,Crown Royal","Scrumpys Cider,Odells,Truly,Titos,Topo Chico Seltzer,High Noon,White Claw","Jimmy John's,Papa John's,KFC,Subway,Chipotle,Chick-fil-A,Five Guys Burgers and Fries,Burger King,Starbucks,Popeyes,Firehouse Subs,Sonic Drive-In,Taco Bell,Mcdonald's","Domino's,Denver Biscuit Co,Illegal Pete's,Sweetgreen,Raising Cane's Chicken Fingers,Cracker Barrel,Music City Hot Chicken,Waffle House","CAVA,Panera Bread","Nestle,Hershey","General Mills,Kellogg","Coca-Cola,Pepsico",3,3,4,4,2,2,2,3,2,2,2,2,3,2,2,5,4,4,3,3,4,3,3,4,3,4,4,5,4,4,5,4,4,3,4,3,3,3,4,3,2,3,4,4,4,3,3,4,4,3,3,3,7,6,6,5,6,No,White or Caucasian,Associates or technical degree,"$50,000-$74,999",80817,65+ years old,Male,,No preference,,4,1,1,1,3,5,5,1,1,756,W
643,R_1A0Qmy3oJYxIrAM,"Budweiser,Coors Light,Odells,Corona","Crown Royal,Bacardi,Smirnoff","Topo Chico Seltzer,Scrumpys Cider","Five Guys Burgers and Fries,Mcdonald's,Sonic Drive-In,Burger King","Subway,Firehouse Subs,Jimmy John's","KFC,Raising Cane's Chicken Fingers,Music City Hot Chicken,Popeyes,Chick-fil-A","Coca-Cola,Pepsico","Hershey,Nestle,Chocolove","Kellogg,General Mills",2,,2,5,4,3,1,3,3,,2,2,,2,2,4,4,4,3,4,4,2,4,3,2,3,5,3,4,2,4,4,3,3,1,3,4,3,2,3,3,2,4,3,3,2,,3,,2,4,,5,5,4,1,2,No,White or Caucasian,Associates or technical degree,"$100,000-$149,999",80543,65+ years old,Male,,Republican,,6,3,2,2,3,3,4,2,2,643,W
2275,R_6xV3zrYP0BaX3yK,"Bacardi,Smirnoff","Corona,Budweiser","High Noon,Coors Light","Burger King,Mcdonald's","Raising Cane's Chicken Fingers,Popeyes","Domino's,Papa John's","Kellogg,General Mills","Coca-Cola,Pepsico","Nestle,Hershey",3,2,4,4,2,5,2,3,4,4,2,2,3,3,2,5,4,3,3,3,4,2,4,4,2,4,4,2,5,4,2,2,3,3,4,4,4,3,5,4,5,3,3,1,4,3,5,4,3,3,5,4,7,4,4,5,2,No,White or Caucasian,High school diploma or GED,"$50,000-$74,999",81635,55-64 years old,Male,,Independent,,4,3,2,3,3,3,3,3,3,2275,W
667,R_3ptDgGenTIl63rJ,"Bacardi,Titos","Angry Orchard,Scrumpys Cider","Coors Light,Budweiser","Burger King,Mcdonald's,Sonic Drive-In","Music City Hot Chicken,Five Guys Burgers and Fries,Illegal Pete's,Raising Cane's Chicken Fingers","Domino's,Papa John's","Nestle,Kraft","Pepsico,Coca-Cola","Ben & Jerry's,Larabar,Chocolove,Hershey",3,4,2,2,4,2,3,5,3,2,,4,3,3,3,4,3,4,3,4,,5,3,4,3,2,3,5,4,4,1,4,2,3,2,4,4,3,3,2,2,3,2,1,4,3,3,2,2,3,2,3,5,6,6,5,4,No,White or Caucasian,Associates or technical degree,"$75,000-$99,999",80205,55-64 years old,Male,,Democrat,,2,1,2,2,4,5,5,1,1,667,W
1308,R_133mF5uNPq9Shca,"Angry Orchard,White Claw,Topo Chico Seltzer,Truly,Scrumpys Cider,High Noon","Smirnoff,Titos,Bacardi,Crown Royal","Coors Light,Corona,New Belgium,Budweiser,Odells","KFC,Chick-fil-A,Popeyes,Music City Hot Chicken,Raising Cane's Chicken Fingers,Sonic Drive-In,Burger King,Five Guys Burgers and Fries,Mcdonald's,Taco Bell","Jimmy John's,Firehouse Subs,Subway,Papa John's,Domino's,Starbucks","CAVA,Waffle House,Illegal Pete's,Cracker Barrel,Sweetgreen,Denver Biscuit Co,Panera Bread,Chipotle","General Mills,Campbell,Kellogg,Kraft","Pepsico,Coca-Cola,Hershey,Nestle,Chocolove,Larabar,Ben & Jerry's","Tyson,Impossible Burger,Pueblo Chiles",1,4,1,1,3,2,1,4,1,3,1,4,1,1,1,4,1,2,5,2,3,3,3,2,4,2,1,4,1,3,3,4,2,4,2,4,4,4,3,1,3,,4,3,3,2,1,3,3,3,1,2,6,6,5,7,6,No,White or Caucasian,"Some college, but no degree","$50,000-$74,999",80516,65+ years old,Male,,Independent,,3,4,2,3,3,5,5,1,1,1308,W
461,R_6rfvlIDc1gO2NaH,"Angry Orchard,High Noon,Truly,Scrumpys Cider,Topo Chico Seltzer,White Claw","Budweiser,Corona,New Belgium,Coors Light","Bacardi,Smirnoff,Titos,Crown Royal","Burger King,Chick-fil-A,Sweetgreen,KFC,Mcdonald's","Panera Bread,Domino's,Denver Biscuit Co","Firehouse Subs,Chipotle,Subway","Ben & Jerry's,Hershey","Coca-Cola,Pepsico","Nestle,Kraft",4,1,2,3,4,2,1,4,1,1,,4,2,4,4,4,4,3,1,3,2,1,2,4,2,4,2,,2,4,3,3,2,,4,,2,3,2,1,,,,,,,4,,,,,,7,7,7,2,4,No,White or Caucasian,"Some college, but no degree","$50,000-$74,999",81635,25-34 years old,Male,,Independent,,5,5,4,4,1,5,5,1,1,461,W
487,R_5uE3gE28znHeKYx,"New Belgium,Coors Light,Corona,Budweiser,Angry Orchard","Titos,Odells,Smirnoff,Crown Royal,Bacardi","Truly,Scrumpys Cider,White Claw,High Noon,Topo Chico Seltzer","KFC,Mcdonald's,Taco Bell,Burger King","Waffle House,Five Guys Burgers and Fries","Popeyes,Subway,Jimmy John's,Raising Cane's Chicken Fingers","General Mills,Ben & Jerry's","Pepsico,Coca-Cola","Tyson,Hershey,Nestle",1,5,3,2,4,5,3,2,1,5,4,5,2,3,3,5,5,1,1,2,3,1,2,2,1,3,4,2,2,3,3,3,3,2,,,3,3,3,3,,,3,3,,,3,3,,3,,3,7,6,1,1,5,No,White or Caucasian,High school diploma or GED,"$75,000-$99,999",80033,25-34 years old,Male,,Democrat,,1,2,3,1,2,5,1,1,2,487,W
563,R_3W7SzaJkjIXQFmV,"Angry Orchard,Scrumpys Cider","Corona,Budweiser,Coors Light","Topo Chico Seltzer,Smirnoff,Bacardi","Burger King,Five Guys Burgers and Fries","Chick-fil-A,KFC","Illegal Pete's,Chipotle","Chocolove,Hershey","Coca-Cola,Pepsico","Kellogg,Campbell",1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,,5,1,4,1,4,1,1,4,1,3,1,1,4,,1,1,1,,1,1,1,4,5,5,,,1,5,1,3,1,1,2,1,4,5,7,6,7,7,7,No,"White or Caucasian,Black or African American",Prefer not to say,"$150,000 or more",80538,25-34 years old,Male,,Independent,,4,2,1,1,2,5,5,1,1,563,W
430,R_7CO4uttZYIvyfv5,"Bacardi,Odells,Angry Orchard,High Noon,Corona","Coors Light,Smirnoff,White Claw,Crown Royal,Budweiser","Truly,Scrumpys Cider,New Belgium,Titos,Topo Chico Seltzer","Burger King,Raising Cane's Chicken Fingers,Chick-fil-A","Taco Bell,Mcdonald's,Domino's","Subway,Popeyes,Starbucks","Hershey,Coca-Cola","Kellogg,General Mills","Impossible Burger,Pepsico",4,3,2,4,2,5,4,4,1,4,2,3,4,2,5,1,5,2,3,4,5,2,4,2,1,5,5,3,4,4,5,3,1,2,4,3,4,2,5,3,4,,3,2,1,5,1,5,5,2,5,2,5,2,2,5,3,Yes,Prefer not to say,"Some college, but no degree",Prefer not to say,80504,18-24 years old,Female,,Democrat,,5,3,2,4,1,5,5,1,1,430,H
918,R_7SHsMykDuRwIIKh,"Crown Royal,Bacardi,Smirnoff","Odells,Corona,Budweiser,New Belgium,Coors Light","Angry Orchard,White Claw,Topo Chico Seltzer,Scrumpys Cider","Burger King,Five Guys Burgers and Fries,Taco Bell,Mcdonald's,Chick-fil-A","Music City Hot Chicken,Raising Cane's Chicken Fingers,Popeyes,Papa John's,KFC,Domino's","Starbucks,CAVA","Coca-Cola,General Mills,Pepsico,Kraft,Tyson,Kellogg,Campbell","Larabar,Impossible Burger,Ben & Jerry's","Nestle,Hershey,Chocolove",2,5,4,4,5,5,4,5,5,4,4,4,2,2,2,5,5,2,,5,4,5,5,2,5,4,4,4,,3,4,4,2,2,2,5,5,5,4,2,2,4,5,4,2,4,3,5,4,4,1,1,7,6,7,6,6,No,White or Caucasian,"Some college, but no degree","$75,000-$99,999",80526,65+ years old,Female,,Democrat,,2,3,3,2,2,5,5,1,1,918,W
667,R_1vcA7GpqSWCmtW1,"New Belgium,Odells","Budweiser,Coors Light","Corona,White Claw","Chick-fil-A,Mcdonald's","Starbucks,Raising Cane's Chicken Fingers","Subway,Domino's","Coca-Cola,Pepsico","Hershey,Kellogg","General Mills,Kraft",2,2,4,2,4,2,4,5,5,2,2,4,2,2,2,,5,4,,4,4,4,,4,4,,4,,3,,4,4,4,,5,,5,,,4,,,4,,4,,,,,,,,7,6,5,5,5,No,Black or African American,Associates or technical degree,"$25,000-$49,999",80231,35-44 years old,Male,,Democrat,,4,3,3,2,3,3,4,2,3,667,B
